po_number,po_line,posting_date,company_code,site_id,site_name,department_id,department_name,cost_center,supplier_child_id,supplier_child_name,supplier_parent_id,supplier_parent_name,supplier_grandparent_id,supplier_grandparent_name,item_code,item_cat_l_id,item_cat_l_name,item_cat_m_id,item_cat_m_name,item_cat_s_id,item_cat_s_name,uom,quantity,unit_price,net_amount,currency,payment_terms,buyer,contract_flag,purchasing_channel,tax_amount,gross_amount
PO20253000289,1,2025-11-07,JP01,S004,関西物流センター,D004,人事,CC2201,SC048,アクティブロジ9 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000217,CL005,IT,CM044,ネットワーク,CS0217,ネットワーク（プレミアムプラン）,PACK,50.0,852905.99,42645299.48,JPY,NET60,UEDA,0,Spot,4264529.95,46909829.43
PO20253000067,1,2025-11-08,JP01,S005,名古屋拠点,D009,SCM企画,CC5101,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000117,CL003,ビジネスサービス,CM024,法務/士業,CS0117,法務/士業（プレミアムプラン）,LOT,3.0,5246163.24,15738489.72,JPY,NET60,SUZUKI,1,Framework,1573848.97,17312338.69
PO20253000099,1,2025-11-08,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC011,サミットプロモ30 株式会社,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000062,CL002,リテールプロモ,CM013,ノベルティ,CS0062,ノベルティ（プレミアムプラン）,MONTH,1.0,4094396.83,4094396.83,JPY,NET45,SATO,0,Catalog,409439.68,4503836.51
PO20253000205,1,2025-11-10,JP01,S003,関東物流センター,D003,経理,CC2101,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000068,CL002,リテールプロモ,CM014,販促キャンペーン,CS0068,販促キャンペーン（スポット対応）,MONTH,6.0,5342675.47,32056052.84,JPY,NET30,SUZUKI,0,eProc,3205605.28,35261658.12
PO20253000267,1,2025-11-10,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000037,CL001,マーケティング,CM008,SEO/コンテンツ,CS0037,SEO/コンテンツ（プレミアムプラン）,SET,10.0,1930196.38,19301963.8,JPY,NET60,TANAKA,1,Catalog,1930196.38,21232160.18
PO20253000336,1,2025-11-11,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000109,CL003,ビジネスサービス,CM022,人材派遣,CS0109,人材派遣（月額サブスク）,HOUR,40.0,164746.45,6589858.11,JPY,NET60,KOBAYASHI,1,Spot,658985.81,7248843.92
PO20253000284,1,2025-11-12,JP01,S002,横浜オフィス,D004,人事,CC2201,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000062,CL002,リテールプロモ,CM013,ノベルティ,CS0062,ノベルティ（プレミアムプラン）,MONTH,12.0,5227210.6,62726527.16,JPY,NET45,TANAKA,0,Spot,6272652.72,68999179.88
PO20253000349,1,2025-11-12,JP01,S002,横浜オフィス,D001,マーケティング,CC4001,SC048,アクティブロジ9 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000065,CL002,リテールプロモ,CM013,ノベルティ,CS0065,ノベルティ（単発作業）,EA,10.0,1545256.8,15452567.96,JPY,NET30,SUZUKI,0,Catalog,1545256.8,16997824.76
PO20253000419,1,2025-11-12,JP01,S003,関東物流センター,D008,総務,CC1001,SC049,フロンティアプロモ66 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000087,CL002,リテールプロモ,CM018,リテールメディア,CS0087,リテールメディア（プレミアムプラン）,HOUR,80.0,343689.6,27495167.77,JPY,NET45,TANAKA,1,Catalog,2749516.78,30244684.55
PO20253000489,1,2025-11-12,JP01,S001,本社（東京）,D006,物流,CC5001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000024,CL001,マーケティング,CM005,PR/広報,CS0024,PR/広報（月額サブスク）,PACK,5.0,1178927.63,5894638.16,JPY,NET60,UEDA,0,Catalog,589463.82,6484101.98
PO20253000266,1,2025-11-13,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC007,アクティブBPO69 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000116,CL003,ビジネスサービス,CM024,法務/士業,CS0116,法務/士業（標準プラン）,HOUR,20.0,347568.96,6951379.27,JPY,NET30,UEDA,1,Framework,695137.93,7646517.2
PO20253000183,1,2025-11-16,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000123,CL003,ビジネスサービス,CM025,会計/経理,CS0123,会計/経理（スポット対応）,PACK,1.0,1374915.38,1374915.38,JPY,NET60,SATO,0,Catalog,137491.54,1512406.92
PO20253000216,1,2025-11-17,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000023,CL001,マーケティング,CM005,PR/広報,CS0023,PR/広報（スポット対応）,MONTH,1.0,4531595.07,4531595.07,JPY,NET30,KOBAYASHI,0,Catalog,453159.51,4984754.58
PO20253000070,1,2025-11-18,JP01,S003,関東物流センター,D003,経理,CC2101,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000065,CL002,リテールプロモ,CM013,ノベルティ,CS0065,ノベルティ（単発作業）,EA,1.0,2141326.14,2141326.14,JPY,NET30,TANAKA,1,eProc,214132.61,2355458.75
PO20253000402,1,2025-11-18,JP01,S002,横浜オフィス,D008,総務,CC1001,SC038,クレストプロモ11 Ltd.,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000013,CL001,マーケティング,CM003,クリエイティブ制作,CS0013,クリエイティブ制作（スポット対応）,EA,20.0,2011215.32,40224306.35,JPY,NET60,TANAKA,0,Spot,4022430.64,44246736.99
PO20253000315,1,2025-11-20,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000129,CL003,ビジネスサービス,CM026,翻訳/通訳,CS0129,翻訳/通訳（月額サブスク）,HOUR,80.0,170313.21,13625057.06,JPY,NET60,KOBAYASHI,1,Catalog,1362505.71,14987562.77
PO20253000476,1,2025-11-20,JP01,S002,横浜オフィス,D006,物流,CC5001,SC039,ユニオンコンサル99 合同会社,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000047,CL001,マーケティング,CM010,データ分析,CS0047,データ分析（プレミアムプラン）,PACK,20.0,979532.58,19590651.54,JPY,NET60,SUZUKI,1,Catalog,1959065.15,21549716.69
PO20253000499,1,2025-11-20,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC041,サミットコンサル78 Ltd.,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000117,CL003,ビジネスサービス,CM024,法務/士業,CS0117,法務/士業（プレミアムプラン）,LOT,2.0,4100326.74,8200653.47,JPY,NET60,KOBAYASHI,0,Framework,820065.35,9020718.82
PO20253000030,1,2025-11-21,JP01,S001,本社（東京）,D007,カスタマーセンター,CC7001,SC024,ネクサスコンサル64 株式会社,SP004,SCM Procurement Services,SGP004,SCM & Logistics Group,IM000103,CL003,ビジネスサービス,CM021,BPO/事務委託,CS0103,BPO/事務委託（スポット対応）,MONTH,2.0,5461742.14,10923484.28,JPY,NET30,SUZUKI,0,Spot,1092348.43,12015832.71
PO20253000117,1,2025-11-21,JP01,S004,関西物流センター,D004,人事,CC2201,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000138,CL003,ビジネスサービス,CM028,清掃/警備,CS0138,清掃/警備（スポット対応）,SET,5.0,1656930.53,8284652.63,JPY,NET30,SUZUKI,0,Framework,828465.26,9113117.89
PO20253000148,1,2025-11-21,JP01,S003,関東物流センター,D001,マーケティング,CC4001,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000224,CL005,IT,CM045,セキュリティ,CS0224,セキュリティ（月額サブスク）,EA,50.0,1145637.05,57281852.71,JPY,NET30,TANAKA,1,eProc,5728185.27,63010037.98
PO20253000159,1,2025-11-21,JP01,S001,本社（東京）,D002,営業（リテール）,CC4101,SC039,ユニオンコンサル99 合同会社,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000148,CL003,ビジネスサービス,CM030,総務支援,CS0148,総務支援（スポット対応）,LOT,2.0,5777766.52,11555533.03,JPY,NET45,SATO,1,eProc,1155553.3,12711086.33
PO20253000298,1,2025-11-21,JP01,S002,横浜オフィス,D003,経理,CC2101,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000055,CL002,リテールプロモ,CM011,店頭什器,CS0055,店頭什器（単発作業）,MONTH,12.0,7973269.3,95679231.58,JPY,NET45,SATO,0,Catalog,9567923.16,105247154.74
PO20253000119,1,2025-11-23,JP01,S002,横浜オフィス,D004,人事,CC2201,SC048,アクティブロジ9 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000102,CL003,ビジネスサービス,CM021,BPO/事務委託,CS0102,BPO/事務委託（プレミアムプラン）,LOT,12.0,5964822.78,71577873.33,JPY,NET30,TANAKA,1,Framework,7157787.33,78735660.66
PO20253000156,1,2025-11-23,JP01,S001,本社（東京）,D004,人事,CC2201,SC039,ユニオンコンサル99 合同会社,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000048,CL001,マーケティング,CM010,データ分析,CS0048,データ分析（スポット対応）,EA,3.0,894376.93,2683130.8,JPY,NET45,SUZUKI,1,Framework,268313.08,2951443.88
PO20253000170,1,2025-11-23,JP01,S004,関西物流センター,D006,物流,CC5001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000068,CL002,リテールプロモ,CM014,販促キャンペーン,CS0068,販促キャンペーン（スポット対応）,MONTH,12.0,6063413.09,72760957.04,JPY,NET45,KOBAYASHI,0,Catalog,7276095.7,80037052.74
PO20253000186,1,2025-11-23,JP01,S004,関西物流センター,D008,総務,CC1001,SC028,ノヴァマーケ88 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000109,CL003,ビジネスサービス,CM022,人材派遣,CS0109,人材派遣（月額サブスク）,HOUR,160.0,187270.03,29963205.44,JPY,NET30,KOBAYASHI,0,Framework,2996320.54,32959525.98
PO20253000233,1,2025-11-25,JP01,S004,関西物流センター,D006,物流,CC5001,SC048,アクティブロジ9 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000079,CL002,リテールプロモ,CM016,店舗イベント,CS0079,店舗イベント（月額サブスク）,PACK,5.0,998669.4,4993347.02,JPY,NET60,SUZUKI,0,Catalog,499334.7,5492681.72
PO20253000244,1,2025-11-25,JP01,S003,関東物流センター,D006,物流,CC5001,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000121,CL003,ビジネスサービス,CM025,会計/経理,CS0121,会計/経理（標準プラン）,SET,3.0,1352003.98,4056011.94,JPY,NET60,SUZUKI,0,Catalog,405601.19,4461613.13
PO20253000090,1,2025-11-26,JP01,S001,本社（東京）,D002,営業（リテール）,CC4101,SC018,フロンティアイベント35 株式会社,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000053,CL002,リテールプロモ,CM011,店頭什器,CS0053,店頭什器（スポット対応）,HOUR,160.0,277062.45,44329991.82,JPY,NET45,UEDA,0,eProc,4432999.18,48762991.0
PO20253000150,1,2025-11-27,JP01,S002,横浜オフィス,D001,マーケティング,CC4001,SC012,ブルームサプライ59 K.K.,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000044,CL001,マーケティング,CM009,撮影/動画,CS0044,撮影/動画（月額サブスク）,LOT,1.0,2684903.47,2684903.47,JPY,NET45,TANAKA,1,Framework,268490.35,2953393.82
PO20253000484,1,2025-11-27,JP01,S001,本社（東京）,D003,経理,CC2101,SC021,ネクサスサプライ18 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000111,CL003,ビジネスサービス,CM023,研修/教育,CS0111,研修/教育（標準プラン）,HOUR,160.0,303267.44,48522790.51,JPY,NET30,SATO,0,Framework,4852279.05,53375069.56
PO20253000042,1,2025-11-29,JP01,S002,横浜オフィス,D001,マーケティング,CC4001,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000146,CL003,ビジネスサービス,CM030,総務支援,CS0146,総務支援（標準プラン）,EA,20.0,1065442.58,21308851.55,JPY,NET60,SUZUKI,1,eProc,2130885.16,23439736.71
PO20253000049,1,2025-11-29,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000135,CL003,ビジネスサービス,CM027,コンサル,CS0135,コンサル（単発作業）,HOUR,40.0,344440.0,13777599.97,JPY,NET60,SUZUKI,0,Spot,1377760.0,15155359.97
PO20253000372,1,2025-11-29,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000024,CL001,マーケティング,CM005,PR/広報,CS0024,PR/広報（月額サブスク）,PACK,10.0,623493.74,6234937.37,JPY,NET30,TANAKA,1,Spot,623493.74,6858431.11
PO20253000078,1,2025-12-01,JP01,S004,関西物流センター,D007,カスタマーセンター,CC7001,SC011,サミットプロモ30 株式会社,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000069,CL002,リテールプロモ,CM014,販促キャンペーン,CS0069,販促キャンペーン（月額サブスク）,PACK,3.0,933860.39,2801581.16,JPY,NET30,UEDA,0,Catalog,280158.12,3081739.28
PO20253000396,1,2025-12-01,JP01,S001,本社（東京）,D003,経理,CC2101,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000072,CL002,リテールプロモ,CM015,サンプリング,CS0072,サンプリング（プレミアムプラン）,EA,2.0,1527243.09,3054486.18,JPY,NET60,UEDA,0,Framework,305448.62,3359934.8
PO20253000236,1,2025-12-02,JP01,S003,関東物流センター,D008,総務,CC1001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000048,CL001,マーケティング,CM010,データ分析,CS0048,データ分析（スポット対応）,EA,50.0,1978237.07,98911853.34,JPY,NET60,TANAKA,0,Spot,9891185.33,108803038.67
PO20253000092,1,2025-12-04,JP01,S003,関東物流センター,D001,マーケティング,CC4001,SC044,エコーコンサル58 株式会社,SP004,SCM Procurement Services,SGP004,SCM & Logistics Group,IM000079,CL002,リテールプロモ,CM016,店舗イベント,CS0079,店舗イベント（月額サブスク）,PACK,1.0,1307991.86,1307991.86,JPY,NET45,SUZUKI,0,Spot,130799.19,1438791.05
PO20253000287,1,2025-12-04,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000225,CL005,IT,CM045,セキュリティ,CS0225,セキュリティ（単発作業）,LOT,2.0,2716149.42,5432298.84,JPY,NET60,SUZUKI,1,Framework,543229.88,5975528.72
PO20253000373,1,2025-12-04,JP01,S005,名古屋拠点,D006,物流,CC5001,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000102,CL003,ビジネスサービス,CM021,BPO/事務委託,CS0102,BPO/事務委託（プレミアムプラン）,LOT,12.0,5106040.75,61272488.99,JPY,NET60,UEDA,0,eProc,6127248.9,67399737.89
PO20253000291,1,2025-12-05,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000066,CL002,リテールプロモ,CM014,販促キャンペーン,CS0066,販促キャンペーン（標準プラン）,PACK,10.0,895119.9,8951199.04,JPY,NET30,TANAKA,0,eProc,895119.9,9846318.94
PO20253000317,1,2025-12-06,JP01,S002,横浜オフィス,D008,総務,CC1001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000012,CL001,マーケティング,CM003,クリエイティブ制作,CS0012,クリエイティブ制作（プレミアムプラン）,MONTH,2.0,6742683.86,13485367.73,JPY,NET45,TANAKA,0,Framework,1348536.77,14833904.5
PO20253000198,1,2025-12-07,JP01,S003,関東物流センター,D009,SCM企画,CC5101,SC038,クレストプロモ11 Ltd.,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000063,CL002,リテールプロモ,CM013,ノベルティ,CS0063,ノベルティ（スポット対応）,HOUR,40.0,240706.5,9628259.88,JPY,NET60,UEDA,1,Framework,962825.99,10591085.87
PO20253000126,1,2025-12-08,JP01,S001,本社（東京）,D008,総務,CC1001,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000050,CL001,マーケティング,CM010,データ分析,CS0050,データ分析（単発作業）,SET,2.0,2416122.65,4832245.31,JPY,NET60,SATO,0,Catalog,483224.53,5315469.84
PO20253000228,1,2025-12-08,JP01,S005,名古屋拠点,D008,総務,CC1001,SC024,ネクサスコンサル64 株式会社,SP004,SCM Procurement Services,SGP004,SCM & Logistics Group,IM000229,CL005,IT,CM046,SaaS(業務),CS0229,SaaS(業務)（月額サブスク）,HOUR,20.0,142774.09,2855481.78,JPY,NET30,KOBAYASHI,0,Catalog,285548.18,3141029.96
PO20253000277,1,2025-12-08,JP01,S005,名古屋拠点,D003,経理,CC2101,SC016,ブルームサプライ82 合同会社,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000080,CL002,リテールプロモ,CM016,店舗イベント,CS0080,店舗イベント（単発作業）,HOUR,80.0,247741.91,19819352.87,JPY,NET45,SUZUKI,0,Catalog,1981935.29,21801288.16
PO20253000400,1,2025-12-08,JP01,S001,本社（東京）,D003,経理,CC2101,SC017,フロンティアマーケ30 株式会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000081,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0081,ディスプレイ施工（標準プラン）,EA,2.0,1872097.88,3744195.75,JPY,NET60,KOBAYASHI,1,Catalog,374419.58,4118615.33
PO20253000219,1,2025-12-09,JP01,S005,名古屋拠点,D003,経理,CC2101,SC047,クレストロジ1 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000250,CL005,IT,CM050,ヘルプデスク,CS0250,ヘルプデスク（単発作業）,HOUR,20.0,259883.45,5197669.02,JPY,NET45,SUZUKI,1,Framework,519766.9,5717435.92
PO20253000321,1,2025-12-10,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000207,CL005,IT,CM042,ソフトウェア,CS0207,ソフトウェア（プレミアムプラン）,LOT,1.0,4775302.59,4775302.59,JPY,NET30,KOBAYASHI,0,Framework,477530.26,5252832.85
PO20253000338,1,2025-12-10,JP01,S002,横浜オフィス,D004,人事,CC2201,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000213,CL005,IT,CM043,クラウド,CS0213,クラウド（スポット対応）,EA,50.0,1663811.33,83190566.39,JPY,NET45,UEDA,0,Framework,8319056.64,91509623.03
PO20253000437,1,2025-12-10,JP01,S002,横浜オフィス,D006,物流,CC5001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000214,CL005,IT,CM043,クラウド,CS0214,クラウド（月額サブスク）,PACK,3.0,1156233.33,3468700.0,JPY,NET30,UEDA,1,Spot,346870.0,3815570.0
PO20253000478,1,2025-12-10,JP01,S005,名古屋拠点,D003,経理,CC2101,SC022,ノヴァコンサル34 Ltd.,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000027,CL001,マーケティング,CM006,市場調査,CS0027,市場調査（プレミアムプラン）,EA,10.0,1158203.64,11582036.45,JPY,NET60,TANAKA,1,Spot,1158203.64,12740240.09
PO20253000426,1,2025-12-11,JP01,S002,横浜オフィス,D008,総務,CC1001,SC011,サミットプロモ30 株式会社,SP011,Global Marketing Alliance Agency,SGP001,Global Marketing Alliance,IM000068,CL002,リテールプロモ,CM014,販促キャンペーン,CS0068,販促キャンペーン（スポット対応）,MONTH,12.0,6654376.08,79852512.97,JPY,NET30,KOBAYASHI,0,eProc,7985251.3,87837764.27
PO20253000138,1,2025-12-12,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC028,ノヴァマーケ88 株式会社,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000099,CL002,リテールプロモ,CM020,販促物流,CS0099,販促物流（月額サブスク）,PACK,50.0,1520513.89,76025694.71,JPY,NET60,SUZUKI,0,Catalog,7602569.47,83628264.18
PO20253000246,1,2025-12-12,JP01,S004,関西物流センター,D003,経理,CC2101,SC049,フロンティアプロモ66 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000059,CL002,リテールプロモ,CM012,POP/印刷,CS0059,POP/印刷（月額サブスク）,LOT,2.0,5917026.94,11834053.88,JPY,NET60,SUZUKI,0,Framework,1183405.39,13017459.27
PO20253000339,1,2025-12-13,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000097,CL002,リテールプロモ,CM020,販促物流,CS0097,販促物流（プレミアムプラン）,SET,5.0,2563943.82,12819719.09,JPY,NET60,UEDA,0,Framework,1281971.91,14101691.0
PO20253000032,1,2025-12-15,JP01,S004,関西物流センター,D008,総務,CC1001,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000089,CL002,リテールプロモ,CM018,リテールメディア,CS0089,リテールメディア（月額サブスク）,PACK,3.0,1041488.5,3124465.51,JPY,NET30,KOBAYASHI,0,Spot,312446.55,3436912.06
PO20253000428,1,2025-12-16,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000090,CL002,リテールプロモ,CM018,リテールメディア,CS0090,リテールメディア（単発作業）,PACK,20.0,1703048.08,34060961.56,JPY,NET45,KOBAYASHI,0,Framework,3406096.16,37467057.72
PO20253000498,1,2025-12-16,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000086,CL002,リテールプロモ,CM018,リテールメディア,CS0086,リテールメディア（標準プラン）,MONTH,1.0,8140260.22,8140260.22,JPY,NET45,SUZUKI,0,Spot,814026.02,8954286.24
PO20253000333,1,2025-12-17,JP01,S002,横浜オフィス,D007,カスタマーセンター,CC7001,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000106,CL003,ビジネスサービス,CM022,人材派遣,CS0106,人材派遣（標準プラン）,MONTH,1.0,4717392.42,4717392.42,JPY,NET45,KOBAYASHI,0,eProc,471739.24,5189131.66
PO20253000179,1,2025-12-18,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000023,CL001,マーケティング,CM005,PR/広報,CS0023,PR/広報（スポット対応）,MONTH,1.0,6178404.84,6178404.84,JPY,NET30,SUZUKI,0,Catalog,617840.48,6796245.32
PO20253000181,1,2025-12-18,JP01,S005,名古屋拠点,D006,物流,CC5001,SC026,ブルームパッケージ9 Ltd.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000111,CL003,ビジネスサービス,CM023,研修/教育,CS0111,研修/教育（標準プラン）,HOUR,20.0,296811.37,5936227.38,JPY,NET30,SATO,0,Spot,593622.74,6529850.12
PO20253000360,1,2025-12-18,JP01,S001,本社（東京）,D005,情報システム,CC2001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000090,CL002,リテールプロモ,CM018,リテールメディア,CS0090,リテールメディア（単発作業）,PACK,3.0,1509183.45,4527550.35,JPY,NET30,TANAKA,0,Spot,452755.04,4980305.39
PO20253000442,1,2025-12-20,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000093,CL002,リテールプロモ,CM019,売場データ,CS0093,売場データ（スポット対応）,HOUR,160.0,180559.08,28889452.46,JPY,NET45,UEDA,1,eProc,2888945.25,31778397.71
PO20253000441,1,2025-12-21,JP01,S001,本社（東京）,D009,SCM企画,CC5101,SC025,アクティブプロモ20 合同会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000034,CL001,マーケティング,CM007,CRM/メール,CS0034,CRM/メール（月額サブスク）,HOUR,80.0,225272.04,18021763.6,JPY,NET60,SATO,0,Framework,1802176.36,19823939.96
PO20253000364,1,2025-12-22,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC034,ネクサスデジタル98 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000132,CL003,ビジネスサービス,CM027,コンサル,CS0132,コンサル（プレミアムプラン）,EA,2.0,1700513.14,3401026.29,JPY,NET45,SATO,0,eProc,340102.63,3741128.92
PO20253000141,1,2025-12-23,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000057,CL002,リテールプロモ,CM012,POP/印刷,CS0057,POP/印刷（プレミアムプラン）,EA,3.0,2104929.97,6314789.9,JPY,NET30,SATO,0,Catalog,631478.99,6946268.89
PO20253000312,1,2025-12-23,JP01,S005,名古屋拠点,D008,総務,CC1001,SC003,ネクサスイベント44 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000075,CL002,リテールプロモ,CM015,サンプリング,CS0075,サンプリング（単発作業）,PACK,20.0,770984.83,15419696.55,JPY,NET45,KOBAYASHI,0,Spot,1541969.66,16961666.21
PO20253000348,1,2025-12-23,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC038,クレストプロモ11 Ltd.,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000247,CL005,IT,CM050,ヘルプデスク,CS0247,ヘルプデスク（プレミアムプラン）,MONTH,1.0,4546654.99,4546654.99,JPY,NET30,TANAKA,1,Spot,454665.5,5001320.49
PO20253000351,1,2025-12-23,JP01,S005,名古屋拠点,D005,情報システム,CC2001,SC046,アクティブパッケージ71 合同会社,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000131,CL003,ビジネスサービス,CM027,コンサル,CS0131,コンサル（標準プラン）,LOT,2.0,4621330.88,9242661.77,JPY,NET45,SUZUKI,0,Framework,924266.18,10166927.95
